countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,naturalAWBHMWB,reservoir,surfaceWaterBodyTypeCode,subUnitIdentifier,subUnitIdentifierScheme,subUnitName,rbdIdentifier,rbdIdentifierScheme,rbdName,confidentialityStatus,lat,lon
PT,PTRH2,euRBDCode,,,,,,,,,,,,,,PTRH2,euRBDCode,"CAVADO, AVE AND LECA",inapplicable,41.52132,-8.45294
PT,PTRH3,euRBDCode,,,,,,,,,,,,,,PTRH3,euRBDCode,DOURO,inapplicable,41.12321,-7.7843
PT,PTRH4A,euRBDCode,,,,,,,,,,,,,,PTRH4A,euRBDCode,"VOUGA, MONDEGO AND LIS",inapplicable,40.24158,-8.31788
PT,PTRH5A,euRBDCode,,,,,,,,,,,,,,PTRH5A,euRBDCode,TAGUS AND WEST RIVERS,inapplicable,39.45598,-8.43487
PT,PTRH6,euRBDCode,,,,,,,,,,,,,,PTRH6,euRBDCode,SADO AND MIRA,inapplicable,38.03368,-8.4783
PT,PTRH7,euRBDCode,,,,,,,,,,,,,,PTRH7,euRBDCode,GUADIANA,inapplicable,37.97296,-7.55708
PT,PTRH8,euRBDCode,,,,,,,,,,,,,,PTRH8,euRBDCode,ALGARVE RIVERS,inapplicable,37.21506,-8.45965
RO,RO1000,euRBDCode,,,,,,,,,,,,,,RO1000,euRBDCode,DANUBE RIVER BASIN DISTRICT,inapplicable,45.94209,24.30289
RS,RS1,eionetRBDCode,,,,,,,,,,,,,,RS1,eionetRBDCode,SERBIA,inapplicable,43.7655,20.91068
SE,SE1,euRBDCode,,,,,,,,,,,,,,SE1,euRBDCode,BOTHNIAN BAY (SWEDEN),inapplicable,65.74736,19.32006
SE,SE1TO,euRBDCode,,,,,,,,,,,,,,SE1TO,euRBDCode,BOTHNIAN BAY (INTERNATIONAL DISTRICT TORNE RIVER - SWEDEN),inapplicable,68.22,21.10315
SE,SE2,euRBDCode,,,,,,,,,,,,,,SE2,euRBDCode,BOTHNIAN SEA (SWEDEN),inapplicable,62.70313,15.19615
SE,SE3,euRBDCode,,,,,,,,,,,,,,SE3,euRBDCode,NORTH BALTIC SEA (SWEDEN),inapplicable,59.61209,17.23547
SE,SE4,euRBDCode,,,,,,,,,,,,,,SE4,euRBDCode,SOUTH BALTIC SEA (SWEDEN),inapplicable,57.50184,14.87673
SE,SE5,euRBDCode,,,,,,,,,,,,,,SE5,euRBDCode,SKAGERRAK AND KATTEGAT (SWEDEN),inapplicable,58.59589,12.88379
SE,SE1102,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SE1102,euSubUnitCode,BOTHNIAN SEA (INTERNATIONAL DRAINAGE BASIN TRONDELAGSFYLKENE - SWEDEN),SE1102,euRBDCode,BOTHNIAN SEA (INTERNATIONAL DRAINAGE BASIN TRONDELAGSFYLKENE - SWEDEN),inapplicable,62.89037,12.27444
SE,SE1TO,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SE1TO,euSubUnitCode,BOTHNIAN BAY (INTERNATIONAL DISTRICT TORNE RIVER - SWEDEN),SE1TO,euRBDCode,BOTHNIAN BAY (INTERNATIONAL DISTRICT TORNE RIVER - SWEDEN),inapplicable,68.22,21.10315
SI,SIRBD1,euRBDCode,,,,,,,,,,,,,,SIRBD1,euRBDCode,DANUBE,inapplicable,46.14905,14.83423
SI,SIRBD1,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SIRBD1,euSubUnitCode,DANUBE,SIRBD1,euRBDCode,DANUBE,inapplicable,46.14905,14.83423
SI,SIRBD2,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SIRBD2,euSubUnitCode,ADRIATIC,SIRBD2,euRBDCode,ADRIATIC,inapplicable,45.84276,13.93801
SK,SK30000,euRBDCode,,,,,,,,,,,,,,SK30000,euRBDCode,VISTULA,inapplicable,49.21021,20.46599
SK,SK40000,euRBDCode,,,,,,,,,,,,,,SK40000,euRBDCode,DANUBE,inapplicable,48.67259,19.6357
SK,SK30000RB1SB1,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK30000RB1SB1,euSubUnitCode,DUNAJEC A POPRAD,SK30000,euRBDCode,VISTULA,inapplicable,49.21022,20.466
SK,SK40000RB2SB10,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB10,euSubUnitCode,BODROG,SK40000,euRBDCode,DANUBE,inapplicable,48.85124,21.76972
SK,SK40000RB2SB2,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB2,euSubUnitCode,MORAVA,SK40000,euRBDCode,DANUBE,inapplicable,48.62621,17.22652
SK,SK40000RB2SB3,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB3,euSubUnitCode,DUNAJ,SK40000,euRBDCode,DANUBE,inapplicable,47.76599,17.91378
SK,SK40000RB2SB4,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB4,euSubUnitCode,VÁH,SK40000,euRBDCode,DANUBE,inapplicable,48.68182,18.13464
SK,SK40000RB2SB5,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB5,euSubUnitCode,HRON,SK40000,euRBDCode,DANUBE,inapplicable,48.6637,19.28473
SK,SK40000RB2SB6,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB6,euSubUnitCode,IPEĽ,SK40000,euRBDCode,DANUBE,inapplicable,48.21986,19.14488
SK,SK40000RB2SB7,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB7,euSubUnitCode,SLANÁ,SK40000,euRBDCode,DANUBE,inapplicable,48.49172,20.17789
SK,SK40000RB2SB8,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB8,euSubUnitCode,HORNÁD,SK40000,euRBDCode,DANUBE,inapplicable,48.88774,20.81672
SK,SK40000RB2SB9,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,SK40000RB2SB9,euSubUnitCode,BODVA,SK40000,euRBDCode,DANUBE,inapplicable,48.6225,20.97837
UK,UKGNSEA,eionetRBDCode,,,,,,,,,,,,,,UKGNSEA,eionetRBDCode,UNKNOWN,inapplicable,,
UK,UK01,euRBDCode,,,,,,,,,,,,,,UK01,euRBDCode,SCOTLAND,inapplicable,57.20188,-4.76743
UK,UK02,euRBDCode,,,,,,,,,,,,,,UK02,euRBDCode,SOLWAY TWEED,inapplicable,55.14314,-3.53084
UK,UK03,euRBDCode,,,,,,,,,,,,,,UK03,euRBDCode,NORTHUMBRIA,inapplicable,55.09033,-1.75197
UK,UK04,euRBDCode,,,,,,,,,,,,,,UK04,euRBDCode,HUMBER,inapplicable,53.4557,-0.8202
UK,UK05,euRBDCode,,,,,,,,,,,,,,UK05,euRBDCode,ANGLIAN,inapplicable,52.4647,0.36808
UK,UK06,euRBDCode,,,,,,,,,,,,,,UK06,euRBDCode,THAMES,inapplicable,51.62718,-0.90391
UK,UK07,euRBDCode,,,,,,,,,,,,,,UK07,euRBDCode,SOUTH EAST,inapplicable,51.05259,-0.39409
UK,UK08,euRBDCode,,,,,,,,,,,,,,UK08,euRBDCode,SOUTH WEST,inapplicable,50.66651,-3.98969
UK,UK09,euRBDCode,,,,,,,,,,,,,,UK09,euRBDCode,SEVERN,inapplicable,52.05803,-2.58441
UK,UK10,euRBDCode,,,,,,,,,,,,,,UK10,euRBDCode,WESTERN WALES,inapplicable,51.81928,-4.26927
UK,UK11,euRBDCode,,,,,,,,,,,,,,UK11,euRBDCode,DEE,inapplicable,53.08736,-2.98921
UK,UK12,euRBDCode,,,,,,,,,,,,,,UK12,euRBDCode,NORTH WEST,inapplicable,53.83015,-2.82117
UK,UKGBNIIENB,euRBDCode,,,,,,,,,,,,,,UKGBNIIENB,euRBDCode,NEAGH BANN,inapplicable,54.58679,-6.60066
UK,UKGBNIIENW,euRBDCode,,,,,,,,,,,,,,UKGBNIIENW,euRBDCode,NORTH WESTERN,inapplicable,54.65072,-7.47732
UK,UKGBNINE,euRBDCode,,,,,,,,,,,,,,UKGBNINE,euRBDCode,NORTH EASTERN,inapplicable,54.64592,-5.73583
UK,UK01SU01,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU01,euSubUnitCode,NORTH EAST SCOTLAND,UK01,euRBDCode,SCOTLAND,inapplicable,57.29169,-2.92292
UK,UK01SU02,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU02,euSubUnitCode,TAY,UK01,euRBDCode,SCOTLAND,inapplicable,56.60563,-3.49868
UK,UK01SU03,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU03,euSubUnitCode,FORTH,UK01,euRBDCode,SCOTLAND,inapplicable,56.05881,-3.17233
UK,UK01SU06,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU06,euSubUnitCode,CLYDE,UK01,euRBDCode,SCOTLAND,inapplicable,55.67566,-4.43527
UK,UK01SU07,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU07,euSubUnitCode,ARGYLL,UK01,euRBDCode,SCOTLAND,inapplicable,56.13496,-5.94613
UK,UK01SU08,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU08,euSubUnitCode,WEST HIGHLAND,UK01,euRBDCode,SCOTLAND,inapplicable,57.51442,-6.48055
UK,UK01SU09,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU09,euSubUnitCode,NORTH HIGHLAND,UK01,euRBDCode,SCOTLAND,inapplicable,57.8551,-4.1653
UK,UK01SU10,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK01SU10,euSubUnitCode,ORKNEY AND SHETLAND,UK01,euRBDCode,SCOTLAND,inapplicable,60.35464,-1.3348
UK,UK02,euSubUnitCode,,,,,,,riverBasinDistrictSubUnit,,,,UK02,euSubUnitCode,SOLWAY TWEED,UK02,euRBDCode,SOLWAY TWEED,inapplicable,55.14314,-3.53084
